id,name,category,brand,model,price,specs,image_url,in_stock,created_at,updated_at
215,Lian Li Model 121,Case,Lian Li,Model 121,128.75,"{""category"": ""Case"", ""specs"": {""type"": ""ATX Full Tower"", ""color"": ""Blue"", ""psu"": null, ""side_panel"": ""Mesh"", ""external_volume_liters"": 105.2, ""internal_35_bays"": 1}}",https://example.com/case_image.jpg,t,2025-05-10 01:40:38.27679,2025-05-10 01:40:38.276791
216,Corsair Model 122,Case,Corsair,Model 122,132.5,"{""category"": ""Case"", ""specs"": {""type"": ""ATX Mid Tower"", ""color"": ""Black"", ""psu"": null, ""side_panel"": ""Tempered Glass"", ""external_volume_liters"": 106.4, ""internal_35_bays"": 2}}",https://example.com/case_image.jpg,t,2025-05-10 01:40:38.27681,2025-05-10 01:40:38.276811
217,NZXT Model 123,Case,NZXT,Model 123,136.25,"{""category"": ""Case"", ""specs"": {""type"": ""MicroATX Mini Tower"", ""color"": ""White"", ""psu"": null, ""side_panel"": ""Tinted Tempered Glass"", ""external_volume_liters"": 107.6, ""internal_35_bays"": 3}}",https://example.com/case_image.jpg,t,2025-05-10 01:40:38.276824,2025-05-10 01:40:38.276824
218,Cooler Master Model 124,Case,Cooler Master,Model 124,140,"{""category"": ""Case"", ""specs"": {""type"": ""Mini ITX Tower"", ""color"": ""Gray"", ""psu"": null, ""side_panel"": ""Acrylic"", ""external_volume_liters"": 108.8, ""internal_35_bays"": 2}}",https://example.com/case_image.jpg,t,2025-05-10 01:40:38.276837,2025-05-10 01:40:38.276837
219,Fractal Design Model 125,Case,Fractal Design,Model 125,143.75,"{""category"": ""Case"", ""specs"": {""type"": ""ATX Full Tower"", ""color"": ""Red"", ""psu"": null, ""side_panel"": ""Mesh"", ""external_volume_liters"": 110.0, ""internal_35_bays"": 1}}",https://example.com/case_image.jpg,t,2025-05-10 01:40:38.27685,2025-05-10 01:40:38.27685
220,Lian Li Model 126,Case,Lian Li,Model 126,147.5,"{""category"": ""Case"", ""specs"": {""type"": ""ATX Mid Tower"", ""color"": ""Blue"", ""psu"": null, ""side_panel"": ""Tempered Glass"", ""external_volume_liters"": 111.2, ""internal_35_bays"": 3}}",https://example.com/case_image.jpg,t,2025-05-10 01:40:38.276863,2025-05-10 01:40:38.276864
221,Corsair Model 127,Case,Corsair,Model 127,150,"{""category"": ""Case"", ""specs"": {""type"": ""MicroATX Mini Tower"", ""color"": ""Black"", ""psu"": null, ""side_panel"": ""Mesh"", ""external_volume_liters"": 112.4, ""internal_35_bays"": 1}}",https://example.com/case_image.jpg,t,2025-05-10 01:40:38.276876,2025-05-10 01:40:38.276877
222,NZXT Model 128,Case,NZXT,Model 128,153.75,"{""category"": ""Case"", ""specs"": {""type"": ""Mini ITX Tower"", ""color"": ""White"", ""psu"": null, ""side_panel"": ""Tempered Glass"", ""external_volume_liters"": 113.6, ""internal_35_bays"": 2}}",https://example.com/case_image.jpg,t,2025-05-10 01:40:38.276889,2025-05-10 01:40:38.276889
223,Cooler Master Model 129,Case,Cooler Master,Model 129,157.5,"{""category"": ""Case"", ""specs"": {""type"": ""ATX Full Tower"", ""color"": ""Gray"", ""psu"": null, ""side_panel"": ""Tinted Tempered Glass"", ""external_volume_liters"": 114.8, ""internal_35_bays"": 3}}",https://example.com/case_image.jpg,t,2025-05-10 01:40:38.276902,2025-05-10 01:40:38.276902
224,Fractal Design Model 130,Case,Fractal Design,Model 130,161.25,"{""category"": ""Case"", ""specs"": {""type"": ""ATX Mid Tower"", ""color"": ""Red"", ""psu"": null, ""side_panel"": ""Acrylic"", ""external_volume_liters"": 116.0, ""internal_35_bays"": 2}}",https://example.com/case_image.jpg,t,2025-05-10 01:40:38.276915,2025-05-10 01:40:38.276916
225,Lian Li Model 131,Case,Lian Li,Model 131,165,"{""category"": ""Case"", ""specs"": {""type"": ""MicroATX Mini Tower"", ""color"": ""Blue"", ""psu"": null, ""side_panel"": ""Tempered Glass"", ""external_volume_liters"": 117.2, ""internal_35_bays"": 1}}",https://example.com/case_image.jpg,t,2025-05-10 01:40:38.276928,2025-05-10 01:40:38.276929
226,Corsair Model 132,Case,Corsair,Model 132,168.75,"{""category"": ""Case"", ""specs"": {""type"": ""Mini ITX Tower"", ""color"": ""Black"", ""psu"": null, ""side_panel"": ""Mesh"", ""external_volume_liters"": 118.4, ""internal_35_bays"": 3}}",https://example.com/case_image.jpg,t,2025-05-10 01:40:38.276941,2025-05-10 01:40:38.276942
227,NZXT Model 133,Case,NZXT,Model 133,172.5,"{""category"": ""Case"", ""specs"": {""type"": ""ATX Full Tower"", ""color"": ""White"", ""psu"": null, ""side_panel"": ""Acrylic"", ""external_volume_liters"": 119.6, ""internal_35_bays"": 2}}",https://example.com/case_image.jpg,t,2025-05-10 01:40:38.276955,2025-05-10 01:40:38.276956
228,Cooler Master Model 134,Case,Cooler Master,Model 134,176.25,"{""category"": ""Case"", ""specs"": {""type"": ""ATX Mid Tower"", ""color"": ""Gray"", ""psu"": null, ""side_panel"": ""Tempered Glass"", ""external_volume_liters"": 120.8, ""internal_35_bays"": 1}}",https://example.com/case_image.jpg,t,2025-05-10 01:40:38.276968,2025-05-10 01:40:38.276969
229,Fractal Design Model 135,Case,Fractal Design,Model 135,180,"{""category"": ""Case"", ""specs"": {""type"": ""MicroATX Mini Tower"", ""color"": ""Red"", ""psu"": null, ""side_panel"": ""Tinted Tempered Glass"", ""external_volume_liters"": 122.0, ""internal_35_bays"": 3}}",https://example.com/case_image.jpg,t,2025-05-10 01:40:38.276981,2025-05-10 01:40:38.276982
230,Lian Li Model 136,Case,Lian Li,Model 136,183.75,"{""category"": ""Case"", ""specs"": {""type"": ""Mini ITX Tower"", ""color"": ""Blue"", ""psu"": null, ""side_panel"": ""Mesh"", ""external_volume_liters"": 123.2, ""internal_35_bays"": 2}}",https://example.com/case_image.jpg,t,2025-05-10 01:40:38.276995,2025-05-10 01:40:38.276996
231,Corsair RM750e (2023),PSU,Corsair,RM750e (2023),99.99,"{""category"": ""PSU"", ""specs"": {""type"": ""ATX"", ""efficiency"": ""gold"", ""wattage"": 750, ""modular"": ""Full"", ""color"": ""Black""}}",https://www.corsair.com/medias/sys_master/images/images/h23/hb7/9642739474462/-CP-9020262-NA-Gallery-RM750e-01.png,t,2025-05-10 01:40:38.27708,2025-05-10 01:40:38.27708
232,Corsair RM850e (2023),PSU,Corsair,RM850e (2023),119.99,"{""category"": ""PSU"", ""specs"": {""type"": ""ATX"", ""efficiency"": ""gold"", ""wattage"": 850, ""modular"": ""Full"", ""color"": ""Black""}}",https://www.corsair.com/medias/sys_master/images/images/h1e/h0b/9642740002334/-CP-9020263-NA-Gallery-RM850e-01.png,t,2025-05-10 01:40:38.277094,2025-05-10 01:40:38.277095
233,Corsair RM1000e (2023),PSU,Corsair,RM1000e (2023),159.99,"{""category"": ""PSU"", ""specs"": {""type"": ""ATX"", ""efficiency"": ""gold"", ""wattage"": 1000, ""modular"": ""Full"", ""color"": ""Black""}}",https://www.corsair.com/medias/sys_master/images/images/hc1/hb5/9642740530206/-CP-9020264-NA-Gallery-RM1000e-01.png,t,2025-05-10 01:40:38.277108,2025-05-10 01:40:38.277108
234,Corsair RM650 (2023),PSU,Corsair,RM650 (2023),89.99,"{""category"": ""PSU"", ""specs"": {""type"": ""ATX"", ""efficiency"": ""gold"", ""wattage"": 650, ""modular"": ""Full"", ""color"": ""Black""}}",https://www.corsair.com/medias/sys_master/images/images/h4d/hf0/9642738946590/-CP-9020261-NA-Gallery-RM650e-01.png,t,2025-05-10 01:40:38.277121,2025-05-10 01:40:38.277122
235,EVGA SuperNOVA 750 G6,PSU,EVGA,SuperNOVA 750 G6,129.99,"{""category"": ""PSU"", ""specs"": {""type"": ""ATX"", ""efficiency"": ""gold"", ""wattage"": 750, ""modular"": ""Full"", ""color"": ""Black""}}",https://www.evga.com/products/images/gallery/220-G6-0750-X1_XL_1.jpg,t,2025-05-10 01:40:38.277149,2025-05-10 01:40:38.27715
236,Seasonic FOCUS GX-850,PSU,Seasonic,FOCUS GX-850,139.99,"{""category"": ""PSU"", ""specs"": {""type"": ""ATX"", ""efficiency"": ""gold"", ""wattage"": 850, ""modular"": ""Full"", ""color"": ""Black""}}",https://seasonic.com/pub/media/catalog/product/cache/1/image/800x800/9df78eab33525d08d6e5fb8d27136e95/f/o/focus-gx-850-1.jpg,t,2025-05-10 01:40:38.277167,2025-05-10 01:40:38.277168
237,Thermaltake Toughpower GF1 750W,PSU,Thermaltake,Toughpower GF1 750W,119.99,"{""category"": ""PSU"", ""specs"": {""type"": ""ATX"", ""efficiency"": ""gold"", ""wattage"": 750, ""modular"": ""Full"", ""color"": ""Black""}}",https://www.thermaltake.com/media/catalog/product/cache/1/image/800x800/9df78eab33525d08d6e5fb8d27136e95/p/s/ps-tpd-0750f3fage-1.jpg,t,2025-05-10 01:40:38.277182,2025-05-10 01:40:38.277182
238,NZXT C850,PSU,NZXT,C850,129.99,"{""category"": ""PSU"", ""specs"": {""type"": ""ATX"", ""efficiency"": ""gold"", ""wattage"": 850, ""modular"": ""Full"", ""color"": ""Black""}}",https://nzxt.com/assets/cms/34299/1603995446-c850-psu-hero-1.png,t,2025-05-10 01:40:38.277195,2025-05-10 01:40:38.277196
239,Cooler Master MWE Gold 650 V2,PSU,Cooler Master,MWE Gold 650 V2,94.99,"{""category"": ""PSU"", ""specs"": {""type"": ""ATX"", ""efficiency"": ""gold"", ""wattage"": 650, ""modular"": ""Full"", ""color"": ""Black""}}",https://www.coolermaster.com/media/assets/1008/mwe-gold-650-v2-1.jpg,t,2025-05-10 01:40:38.277208,2025-05-10 01:40:38.277208
240,Corsair SF750,PSU,Corsair,SF750,139.99,"{""category"": ""PSU"", ""specs"": {""type"": ""SFX"", ""efficiency"": ""platinum"", ""wattage"": 750, ""modular"": ""Full"", ""color"": ""Black""}}",https://www.corsair.com/medias/sys_master/images/images/hf3/h7e/9642738418718/-CP-9020186-NA-Gallery-SF750-01.png,t,2025-05-10 01:40:38.277221,2025-05-10 01:40:38.277222
241,Be Quiet! Pure Power 12 M 850W,PSU,Be Quiet!,Pure Power 12 M 850W,124.99,"{""category"": ""PSU"", ""specs"": {""type"": ""ATX"", ""efficiency"": ""gold"", ""wattage"": 850, ""modular"": ""Full"", ""color"": ""Black""}}",https://www.bequiet.com/medias/sys_master/images/images/hf3/h7e/9642738418718/pure-power-12-m-850w-1.png,t,2025-05-10 01:40:38.277234,2025-05-10 01:40:38.277235
242,Thermaltake Smart BX1 550W,PSU,Thermaltake,Smart BX1 550W,54.99,"{""category"": ""PSU"", ""specs"": {""type"": ""ATX"", ""efficiency"": ""bronze"", ""wattage"": 550, ""modular"": ""Non-Modular"", ""color"": ""Black""}}",https://www.thermaltake.com/media/catalog/product/cache/1/image/800x800/9df78eab33525d08d6e5fb8d27136e95/p/s/ps-spd-0550nnfabu-1.jpg,t,2025-05-10 01:40:38.277247,2025-05-10 01:40:38.277248
243,EVGA 600 BR,PSU,EVGA,600 BR,49.99,"{""category"": ""PSU"", ""specs"": {""type"": ""ATX"", ""efficiency"": ""bronze"", ""wattage"": 600, ""modular"": ""Non-Modular"", ""color"": ""Black""}}",https://www.evga.com/products/images/gallery/100-BR-0600-K1_XL_1.jpg,t,2025-05-10 01:40:38.277262,2025-05-10 01:40:38.277262
244,Seasonic PRIME TX-1000,PSU,Seasonic,PRIME TX-1000,259.99,"{""category"": ""PSU"", ""specs"": {""type"": ""ATX"", ""efficiency"": ""titanium"", ""wattage"": 1000, ""modular"": ""Full"", ""color"": ""Black""}}",https://seasonic.com/pub/media/catalog/product/cache/1/image/800x800/9df78eab33525d08d6e5fb8d27136e95/p/r/prime_tx-1000-1.jpg,t,2025-05-10 01:40:38.277281,2025-05-10 01:40:38.277282
245,Corsair CX750M,PSU,Corsair,CX750M,84.99,"{""category"": ""PSU"", ""specs"": {""type"": ""ATX"", ""efficiency"": ""bronze"", ""wattage"": 750, ""modular"": ""Semi"", ""color"": ""Black""}}",https://via.placeholder.com/200,t,2025-05-10 01:40:38.277296,2025-05-10 01:40:38.277296
246,EVGA SuperNOVA 850 P5,PSU,EVGA,SuperNOVA 850 P5,149.99,"{""category"": ""PSU"", ""specs"": {""type"": ""ATX"", ""efficiency"": ""platinum"", ""wattage"": 850, ""modular"": ""Full"", ""color"": ""Black""}}",https://via.placeholder.com/200,t,2025-05-10 01:40:38.277312,2025-05-10 01:40:38.277313
247,Thermaltake Smart RGB 700W,PSU,Thermaltake,Smart RGB 700W,59.99,"{""category"": ""PSU"", ""specs"": {""type"": ""ATX"", ""efficiency"": ""white"", ""wattage"": 700, ""modular"": ""Non-Modular"", ""color"": ""Black / RGB""}}",https://via.placeholder.com/200,t,2025-05-10 01:40:38.277325,2025-05-10 01:40:38.277326
248,Seasonic B12 BC 550W,PSU,Seasonic,B12 BC 550W,49.99,"{""category"": ""PSU"", ""specs"": {""type"": ""ATX"", ""efficiency"": ""bronze"", ""wattage"": 550, ""modular"": ""Non-Modular"", ""color"": ""Black""}}",https://via.placeholder.com/200,t,2025-05-10 01:40:38.277339,2025-05-10 01:40:38.27734
249,Cooler Master MWE Bronze 650,PSU,Cooler Master,MWE Bronze 650,69.99,"{""category"": ""PSU"", ""specs"": {""type"": ""ATX"", ""efficiency"": ""bronze"", ""wattage"": 650, ""modular"": ""Semi"", ""color"": ""Black""}}",https://via.placeholder.com/200,t,2025-05-10 01:40:38.277352,2025-05-10 01:40:38.277353
250,Fractal Design Ion+ 860W Platinum,PSU,Fractal Design,Ion+ 860P,149.99,"{""category"": ""PSU"", ""specs"": {""type"": ""ATX"", ""efficiency"": ""platinum"", ""wattage"": 860, ""modular"": ""Full"", ""color"": ""Black""}}",https://via.placeholder.com/200,t,2025-05-10 01:40:38.277365,2025-05-10 01:40:38.277366
251,Be Quiet! SFX Power 3 450W,PSU,Be Quiet!,SFX Power 3 450W,69.99,"{""category"": ""PSU"", ""specs"": {""type"": ""SFX"", ""efficiency"": ""bronze"", ""wattage"": 450, ""modular"": ""Non-Modular"", ""color"": ""Black""}}",https://via.placeholder.com/200,t,2025-05-10 01:40:38.277379,2025-05-10 01:40:38.277379
252,Gigabyte P750GM,PSU,Gigabyte,P750GM,89.99,"{""category"": ""PSU"", ""specs"": {""type"": ""ATX"", ""efficiency"": ""gold"", ""wattage"": 750, ""modular"": ""Full"", ""color"": ""Black""}}",https://via.placeholder.com/200,t,2025-05-10 01:40:38.277392,2025-05-10 01:40:38.277393
253,ADATA XPG Pylon 650W,PSU,ADATA,XPG Pylon 650W,74.99,"{""category"": ""PSU"", ""specs"": {""type"": ""ATX"", ""efficiency"": ""bronze"", ""wattage"": 650, ""modular"": ""Non-Modular"", ""color"": ""Black""}}",https://via.placeholder.com/200,t,2025-05-10 01:40:38.277405,2025-05-10 01:40:38.277406
254,SilverStone ET650-G,PSU,SilverStone,ET650-G,84.99,"{""category"": ""PSU"", ""specs"": {""type"": ""ATX"", ""efficiency"": ""gold"", ""wattage"": 650, ""modular"": ""Semi"", ""color"": ""Black""}}",https://via.placeholder.com/200,t,2025-05-10 01:40:38.277419,2025-05-10 01:40:38.27742
255,ASUS ROG STRIX 750W Gold,PSU,ASUS,ROG STRIX 750W,139.99,"{""category"": ""PSU"", ""specs"": {""type"": ""ATX"", ""efficiency"": ""gold"", ""wattage"": 750, ""modular"": ""Full"", ""color"": ""Black / Red""}}",https://via.placeholder.com/200,t,2025-05-10 01:40:38.277432,2025-05-10 01:40:38.277433
256,Thermaltake Toughpower GX1 600W,PSU,Thermaltake,Toughpower GX1 600W,64.99,"{""category"": ""PSU"", ""specs"": {""type"": ""ATX"", ""efficiency"": ""gold"", ""wattage"": 600, ""modular"": ""Non-Modular"", ""color"": ""Black""}}",https://via.placeholder.com/200,t,2025-05-10 01:40:38.277446,2025-05-10 01:40:38.277446
257,Super Flower Leadex III 850W,PSU,Super Flower,Leadex III 850W,129.99,"{""category"": ""PSU"", ""specs"": {""type"": ""ATX"", ""efficiency"": ""gold"", ""wattage"": 850, ""modular"": ""Full"", ""color"": ""White""}}",https://via.placeholder.com/200,t,2025-05-10 01:40:38.27746,2025-05-10 01:40:38.277461
258,MSI MPG A750GF,PSU,MSI,MPG A750GF,114.99,"{""category"": ""PSU"", ""specs"": {""type"": ""ATX"", ""efficiency"": ""gold"", ""wattage"": 750, ""modular"": ""Full"", ""color"": ""Black""}}",https://via.placeholder.com/200,t,2025-05-10 01:40:38.277474,2025-05-10 01:40:38.277474
259,Microsoft Windows 11 Home (64-bit),OS,Microsoft,Windows 11 Home,109.99,"{""category"": ""Operating System"", ""specs"": {""architecture"": ""64-bit"", ""max_memory"": 128}}",,t,2025-05-10 01:40:38.277584,2025-05-10 01:40:38.277585
263,Microsoft Windows 11 Home (64-bit),OS,Microsoft,Windows 11 Home,138.99,"{""category"": ""Operating System"", ""specs"": {""architecture"": ""64-bit"", ""max_memory"": 128}}",,t,2025-05-10 01:40:38.277647,2025-05-10 01:40:38.277647
264,Microsoft Windows 11 Pro (64-bit),OS,Microsoft,Windows 11 Pro,199,"{""category"": ""Operating System"", ""specs"": {""architecture"": ""64-bit"", ""max_memory"": 2048}}",,t,2025-05-10 01:40:38.277661,2025-05-10 01:40:38.277662
265,Ubuntu 22.04 LTS,OS,Canonical,Ubuntu 22.04 LTS,0,"{""category"": ""Operating System"", ""specs"": {""architecture"": ""64-bit"", ""max_memory"": 2048}}",,t,2025-05-10 01:40:38.277675,2025-05-10 01:40:38.277676
266,Fedora 39 Workstation,OS,Fedora Project,Fedora 39,0,"{""category"": ""Operating System"", ""specs"": {""architecture"": ""64-bit"", ""max_memory"": 2048}}",,t,2025-05-10 01:40:38.277689,2025-05-10 01:40:38.277689
267,Debian 12 Bookworm,OS,Debian,Debian 12,0,"{""category"": ""Operating System"", ""specs"": {""architecture"": ""64-bit"", ""max_memory"": 2048}}",,t,2025-05-10 01:40:38.277702,2025-05-10 01:40:38.277703
268,Linux Mint 21.3 Cinnamon,OS,Linux Mint,Mint 21.3 Cinnamon,0,"{""category"": ""Operating System"", ""specs"": {""architecture"": ""64-bit"", ""max_memory"": 2048}}",,t,2025-05-10 01:40:38.277715,2025-05-10 01:40:38.277716
269,Arch Linux (Rolling Release),OS,Arch Linux,Arch Rolling,0,"{""category"": ""Operating System"", ""specs"": {""architecture"": ""64-bit"", ""max_memory"": 2048}}",,t,2025-05-10 01:40:38.277729,2025-05-10 01:40:38.277729
270,Microsoft Windows Server 2022 Standard,OS,Microsoft,Windows Server 2022 Standard,1049.99,"{""category"": ""Operating System"", ""specs"": {""architecture"": ""64-bit"", ""max_memory"": 4096}}",,t,2025-05-10 01:40:38.277742,2025-05-10 01:40:38.277743
271,Microsoft Windows Server 2019 Essentials,OS,Microsoft,Windows Server 2019 Essentials,501.99,"{""category"": ""Operating System"", ""specs"": {""architecture"": ""64-bit"", ""max_memory"": 64}}",,t,2025-05-10 01:40:38.277763,2025-05-10 01:40:38.277764
272,Microsoft Windows 10 Pro N (64-bit),OS,Microsoft,Windows 10 Pro N,159.99,"{""category"": ""Operating System"", ""specs"": {""architecture"": ""64-bit"", ""max_memory"": 2048}}",,t,2025-05-10 01:40:38.277777,2025-05-10 01:40:38.277778
273,Kali Linux 2024.1,OS,Offensive Security,Kali Linux 2024.1,0,"{""category"": ""Operating System"", ""specs"": {""architecture"": ""64-bit"", ""max_memory"": 2048}}",,t,2025-05-10 01:40:38.277791,2025-05-10 01:40:38.277792
274,Zorin OS 17 Core,OS,Zorin,Zorin OS 17 Core,0,"{""category"": ""Operating System"", ""specs"": {""architecture"": ""64-bit"", ""max_memory"": 2048}}",,t,2025-05-10 01:40:38.277805,2025-05-10 01:40:38.277806
275,Pop!_OS 22.04,OS,System76,Pop!_OS 22.04,0,"{""category"": ""Operating System"", ""specs"": {""architecture"": ""64-bit"", ""max_memory"": 2048}}",,t,2025-05-10 01:40:38.277818,2025-05-10 01:40:38.277819
276,Microsoft Windows 11 Pro for Workstations,OS,Microsoft,Windows 11 Pro for Workstations,309.99,"{""category"": ""Operating System"", ""specs"": {""architecture"": ""64-bit"", ""max_memory"": 6144}}",,t,2025-05-10 01:40:38.277832,2025-05-10 01:40:38.277832
277,Microsoft Windows 8.1 Pro (64-bit),OS,Microsoft,Windows 8.1 Pro,139.99,"{""category"": ""Operating System"", ""specs"": {""architecture"": ""64-bit"", ""max_memory"": 512}}",,t,2025-05-10 01:40:38.277845,2025-05-10 01:40:38.277846
278,Microsoft Windows 7 Ultimate (64-bit),OS,Microsoft,Windows 7 Ultimate,179.99,"{""category"": ""Operating System"", ""specs"": {""architecture"": ""64-bit"", ""max_memory"": 192}}",,f,2025-05-10 01:40:38.277859,2025-05-10 01:40:38.277859
279,FreeBSD 14.0-RELEASE,OS,FreeBSD,FreeBSD 14.0,0,"{""category"": ""Operating System"", ""specs"": {""architecture"": ""64-bit"", ""max_memory"": 2048}}",,t,2025-05-10 01:40:38.277872,2025-05-10 01:40:38.277873
280,Red Hat Enterprise Linux 9 (Workstation),OS,Red Hat,RHEL 9 Workstation,179,"{""category"": ""Operating System"", ""specs"": {""architecture"": ""64-bit"", ""max_memory"": 4096}}",,t,2025-05-10 01:40:38.277886,2025-05-10 01:40:38.277887
281,AlmaLinux 9,OS,AlmaLinux,AlmaLinux 9,0,"{""category"": ""Operating System"", ""specs"": {""architecture"": ""64-bit"", ""max_memory"": 2048}}",,t,2025-05-10 01:40:38.277903,2025-05-10 01:40:38.277904
282,openSUSE Leap 15.6,OS,openSUSE,Leap 15.6,0,"{""category"": ""Operating System"", ""specs"": {""architecture"": ""64-bit"", ""max_memory"": 2048}}",,t,2025-05-10 01:40:38.277917,2025-05-10 01:40:38.277918
283,Slackware 15.0,OS,Slackware,Slackware 15.0,0,"{""category"": ""Operating System"", ""specs"": {""architecture"": ""64-bit"", ""max_memory"": 2048}}",,t,2025-05-10 01:40:38.277931,2025-05-10 01:40:38.277932
284,Windows Server 2016 Standard,OS,Microsoft,Windows Server 2016 Standard,799,"{""category"": ""Operating System"", ""specs"": {""architecture"": ""64-bit"", ""max_memory"": 4096}}",,t,2025-05-10 01:40:38.277945,2025-05-10 01:40:38.277946
285,Oracle Linux 9,OS,Oracle,Oracle Linux 9,0,"{""category"": ""Operating System"", ""specs"": {""architecture"": ""64-bit"", ""max_memory"": 2048}}",,t,2025-05-10 01:40:38.277962,2025-05-10 01:40:38.277963
286,Microsoft Windows 10 S,OS,Microsoft,Windows 10 S,79.99,"{""category"": ""Operating System"", ""specs"": {""architecture"": ""64-bit"", ""max_memory"": 128}}",,t,2025-05-10 01:40:38.277975,2025-05-10 01:40:38.277976
287,Tiny Core Linux,OS,Tiny Core,Tiny Core 14.0,0,"{""category"": ""Operating System"", ""specs"": {""architecture"": ""32-bit"", ""max_memory"": 64}}",,t,2025-05-10 01:40:38.277989,2025-05-10 01:40:38.277989
288,Chrome OS Flex,OS,Google,Chrome OS Flex,0,"{""category"": ""Operating System"", ""specs"": {""architecture"": ""64-bit"", ""max_memory"": 128}}",,t,2025-05-10 01:40:38.278002,2025-05-10 01:40:38.278003
289,Microsoft Windows 11 Enterprise (64-bit),OS,Microsoft,Windows 11 Enterprise,199.99,"{""category"": ""Operating System"", ""specs"": {""architecture"": ""64-bit"", ""max_memory"": 6144}}",,t,2025-05-10 01:40:38.278015,2025-05-10 01:40:38.278016
290,Microsoft Windows 10 Enterprise (64-bit),OS,Microsoft,Windows 10 Enterprise,189.99,"{""category"": ""Operating System"", ""specs"": {""architecture"": ""64-bit"", ""max_memory"": 6144}}",,t,2025-05-10 01:40:38.278029,2025-05-10 01:40:38.278029
291,Windows Server 2022 Datacenter,OS,Microsoft,Windows Server 2022 Datacenter,6155,"{""category"": ""Operating System"", ""specs"": {""architecture"": ""64-bit"", ""max_memory"": 12288}}",,t,2025-05-10 01:40:38.278043,2025-05-10 01:40:38.278043
292,Rocky Linux 9.3,OS,Rocky Linux,Rocky Linux 9.3,0,"{""category"": ""Operating System"", ""specs"": {""architecture"": ""64-bit"", ""max_memory"": 2048}}",,t,2025-05-10 01:40:38.278056,2025-05-10 01:40:38.278057
293,elementary OS 7.1 Horus,OS,elementary,OS 7.1,20,"{""category"": ""Operating System"", ""specs"": {""architecture"": ""64-bit"", ""max_memory"": 128}}",,t,2025-05-10 01:40:38.278069,2025-05-10 01:40:38.27807
294,Manjaro Linux 23.1,OS,Manjaro,Manjaro 23.1,0,"{""category"": ""Operating System"", ""specs"": {""architecture"": ""64-bit"", ""max_memory"": 2048}}",,t,2025-05-10 01:40:38.278083,2025-05-10 01:40:38.278084
295,Tails 5.20,OS,Tails,Tails 5.20,0,"{""category"": ""Operating System"", ""specs"": {""architecture"": ""64-bit"", ""max_memory"": 128}}",,t,2025-05-10 01:40:38.278096,2025-05-10 01:40:38.278097
296,Windows Server 2012 R2 Standard,OS,Microsoft,Windows Server 2012 R2,449.99,"{""category"": ""Operating System"", ""specs"": {""architecture"": ""64-bit"", ""max_memory"": 4096}}",,f,2025-05-10 01:40:38.27811,2025-05-10 01:40:38.27811
297,Qubes OS 4.2,OS,Qubes OS,Qubes OS 4.2,0,"{""category"": ""Operating System"", ""specs"": {""architecture"": ""64-bit"", ""max_memory"": 1024}}",,t,2025-05-10 01:40:38.278123,2025-05-10 01:40:38.278124
298,SteamOS 3 (Holo),OS,Valve,SteamOS 3,0,"{""category"": ""Operating System"", ""specs"": {""architecture"": ""64-bit"", ""max_memory"": 2048}}",,t,2025-05-10 01:40:38.278143,2025-05-10 01:40:38.278144
299,LG 65EP5G-B,Monitor,LG,65EP5G-B,8499,"{""category"": ""Monitor"", ""specs"": {""screen_size"": ""65\"""", ""resolution"": ""3840x2160"", ""refresh_rate"": 120, ""response_time"": 0.1, ""panel_type"": ""OLED"", ""aspect_ratio"": ""16:9""}}",https://www.lg.com/global/images/business/information-display/oled-signage/md07528780/gallery/large-m01.jpg,t,2025-05-10 01:40:38.278251,2025-05-10 01:40:38.278252
300,KOORUI 24E3,Monitor,KOORUI,24E3,115.99,"{""category"": ""Monitor"", ""specs"": {""screen_size"": ""24\"""", ""resolution"": ""1920x1080"", ""refresh_rate"": 165, ""response_time"": 1, ""panel_type"": ""IPS"", ""aspect_ratio"": ""16:9""}}",https://www.masterfoto.lv/348584-thickbox_default/monitor-koorui-24e3-24-1920x1080px-165hz-24000.jpg,t,2025-05-10 01:40:38.278267,2025-05-10 01:40:38.278267
301,Asus TUF Gaming VG27AQ,Monitor,Asus,TUF Gaming VG27AQ,299.89,"{""category"": ""Monitor"", ""specs"": {""screen_size"": ""27\"""", ""resolution"": ""2560x1440"", ""refresh_rate"": 165, ""response_time"": 1, ""panel_type"": ""IPS"", ""aspect_ratio"": ""16:9""}}",https://dlcdnwebimgs.asus.com/gain/6cba8f31-99c5-4c33-b32a-c8aa968fc8d3/w692,t,2025-05-10 01:40:38.27828,2025-05-10 01:40:38.278281
302,AOC C27G2Z,Monitor,AOC,C27G2Z,179.99,"{""category"": ""Monitor"", ""specs"": {""screen_size"": ""27\"""", ""resolution"": ""1920x1080"", ""refresh_rate"": 240, ""response_time"": null, ""panel_type"": ""VA"", ""aspect_ratio"": ""16:9""}}",https://storage.aoc.com/assets/8831/AOC_C27G2_PV_-FRONT_US-large.png,t,2025-05-10 01:40:38.278294,2025-05-10 01:40:38.278295
